data,hour,NO2
2023-01-11,18,102.30125400964592
2023-01-11,19,108.30125400964592
2023-01-11,20,101.30125400964592
2023-01-11,21,111.30125400964592
2023-01-11,22,105.30125400964592
2023-01-11,23,98.30125400964592
2023-01-11,24,100.30125400964592
2023-01-12,1,85.42570278123878
2023-01-12,2,51.42570278123878
2023-01-12,3,64.42570278123878
2023-01-12,4,61.42570278123878
2023-01-12,5,36.42570278123878
2023-01-12,6,38.42570278123878
2023-01-12,7,55.42570278123878
2023-01-12,8,54.42570278123878
2023-01-12,9,66.42570278123878
2023-01-12,10,57.42570278123878
2023-01-12,11,60.42570278123878
2023-01-12,12,56.42570278123878
2023-01-12,13,47.42570278123878
2023-01-12,14,46.42570278123878
2023-01-12,15,57.42570278123878
2023-01-12,16,60.42570278123878
2023-01-12,17,65.42570278123878
2023-01-12,18,86.42570278123878
2023-01-12,19,100.42570278123878
2023-01-12,20,103.42570278123878
2023-01-12,21,77.42570278123878
2023-01-12,22,53.42570278123878
2023-01-12,23,45.42570278123878
2023-01-12,24,40.42570278123878
2023-01-13,1,43.34286932201395
2023-01-13,2,41.34286932201395
2023-01-13,3,41.34286932201395
2023-01-13,4,40.34286932201395
2023-01-13,5,58.34286932201395
2023-01-13,6,51.34286932201395
2023-01-13,7,63.34286932201395
2023-01-13,8,79.34286932201394
2023-01-13,9,96.34286932201395
2023-01-13,10,89.34286932201395
2023-01-13,11,80.34286932201394
2023-01-13,12,76.34286932201394
2023-01-13,13,58.34286932201395
2023-01-13,14,63.34286932201395
2023-01-13,15,60.34286932201395
2023-01-13,16,79.34286932201394
2023-01-13,17,96.34286932201395
2023-01-13,18,109.34286932201395
2023-01-13,19,111.34286932201395
2023-01-13,20,115.34286932201395
2023-01-13,21,122.34286932201395
2023-01-13,22,114.34286932201395
2023-01-13,23,114.34286932201395
2023-01-13,24,108.34286932201395
2023-01-14,1,107.95300943179032
2023-01-14,2,98.95300943179032
2023-01-14,3,92.95300943179032
2023-01-14,4,89.95300943179032
2023-01-14,5,94.95300943179032
2023-01-14,6,95.95300943179032
2023-01-14,7,89.95300943179032
2023-01-14,8,74.95300943179032
2023-01-14,9,73.95300943179032
2023-01-14,10,59.95300943179033
2023-01-14,11,52.95300943179033
2023-01-14,12,57.95300943179033
2023-01-14,13,60.95300943179033
2023-01-14,14,64.95300943179032
2023-01-14,15,75.95300943179032
2023-01-14,16,62.95300943179033
2023-01-14,17,64.95300943179032
2023-01-14,18,78.95300943179032
2023-01-14,19,90.95300943179032
2023-01-14,20,101.95300943179032
2023-01-14,21,89.95300943179032
2023-01-14,22,77.95300943179032
2023-01-14,23,103.95300943179032
2023-01-14,24,95.95300943179032
2023-01-15,1,91.15496446468497
2023-01-15,2,95.15496446468497
2023-01-15,3,91.15496446468497
2023-01-15,4,87.15496446468497
2023-01-15,5,80.15496446468497
2023-01-15,6,42.154964464684966
2023-01-15,7,41.154964464684966
2023-01-15,8,41.154964464684966
2023-01-15,9,42.154964464684966
2023-01-15,10,42.154964464684966
2023-01-15,11,45.154964464684966
2023-01-15,12,46.154964464684966
2023-01-15,13,46.154964464684966
2023-01-15,14,47.154964464684966
2023-01-15,15,42.154964464684966
2023-01-15,16,43.154964464684966
2023-01-15,17,51.154964464684966
2023-01-15,18,51.154964464684966
2023-01-15,19,51.154964464684966
2023-01-15,20,49.154964464684966
2023-01-15,21,54.154964464684966
2023-01-15,22,60.154964464684966
2023-01-15,23,49.154964464684966
2023-01-15,24,42.154964464684966
2023-01-16,1,31.224891681585824
2023-01-16,2,27.224891681585827
2023-01-16,3,28.224891681585827
2023-01-16,4,27.224891681585827
2023-01-16,5,31.224891681585824
2023-01-16,6,36.224891681585824
2023-01-16,7,31.224891681585824
2023-01-16,8,44.224891681585824
2023-01-16,9,63.224891681585824
2023-01-16,10,54.224891681585824
2023-01-16,11,48.224891681585824
2023-01-16,12,42.224891681585824
2023-01-16,13,41.224891681585824
2023-01-16,14,35.224891681585824
2023-01-16,15,31.224891681585824
2023-01-16,16,33.224891681585824
2023-01-16,17,42.224891681585824
2023-01-16,18,52.224891681585824
2023-01-16,19,54.224891681585824
2023-01-16,20,52.224891681585824
2023-01-16,21,50.224891681585824
2023-01-16,22,39.224891681585824
2023-01-16,23,38.224891681585824
2023-01-16,24,45.224891681585824
2023-01-17,1,31.498909269194186
2023-01-17,2,34.498909269194186
2023-01-17,3,26.498909269194186
2023-01-17,4,11.498909269194183
2023-01-17,5,10.498909269194183
2023-01-17,6,9.498909269194183
2023-01-17,7,12.498909269194183
2023-01-17,8,23.498909269194183
2023-01-17,9,37.498909269194186
2023-01-17,10,21.498909269194183
2023-01-17,11,31.498909269194186
2023-01-17,12,30.498909269194186
2023-01-17,13,17.498909269194183
2023-01-17,14,15.498909269194183
2023-01-17,15,13.498909269194183
2023-01-17,16,14.498909269194183
2023-01-17,17,15.498909269194183
2023-01-17,18,19.498909269194183
2023-01-17,19,16.498909269194183
2023-01-17,20,17.498909269194183
2023-01-17,21,16.498909269194183
2023-01-17,22,18.498909269194183
2023-01-17,23,15.498909269194183
2023-01-17,24,12.498909269194183
2023-01-18,1,17.44239594462892
2023-01-18,2,16.44239594462892
2023-01-18,3,16.44239594462892
2023-01-18,4,18.44239594462892
2023-01-18,5,15.442395944628922
2023-01-18,6,16.44239594462892
2023-01-18,7,20.44239594462892
2023-01-18,8,24.44239594462892
2023-01-18,9,34.44239594462892
2023-01-18,10,29.44239594462892
2023-01-18,11,27.44239594462892
2023-01-18,12,
2023-01-18,13,
2023-01-18,14,
2023-01-18,15,
2023-01-18,16,43.44239594462892
2023-01-18,17,40.44239594462892
2023-01-18,18,36.44239594462892
2023-01-18,19,27.44239594462892
2023-01-18,20,25.44239594462892
2023-01-18,21,24.44239594462892
2023-01-18,22,21.44239594462892
2023-01-18,23,18.44239594462892
2023-01-18,24,18.44239594462892
2023-01-19,1,3.590955970522895
2023-01-19,2,4.590955970522895
2023-01-19,3,3.590955970522895
2023-01-19,4,2.590955970522895
2023-01-19,5,2.590955970522895
2023-01-19,6,3.590955970522895
2023-01-19,7,5.590955970522895
2023-01-19,8,13.590955970522895
2023-01-19,9,20.5909559705229
2023-01-19,10,17.590955970522895
2023-01-19,11,16.590955970522895
2023-01-19,12,13.590955970522895
2023-01-19,13,11.590955970522895
2023-01-19,14,9.590955970522895
2023-01-19,15,9.590955970522895
2023-01-19,16,11.590955970522895
2023-01-19,17,16.590955970522895
2023-01-19,18,21.5909559705229
2023-01-19,19,36.5909559705229
2023-01-19,20,31.5909559705229
2023-01-19,21,20.5909559705229
2023-01-19,22,11.590955970522895
2023-01-19,23,10.590955970522895
2023-01-19,24,11.590955970522895
2023-01-20,1,12.692922931419096
2023-01-20,2,11.692922931419096
2023-01-20,3,13.692922931419096
2023-01-20,4,15.692922931419096
2023-01-20,5,20.692922931419094
2023-01-20,6,33.69292293141909
2023-01-20,7,41.69292293141909
2023-01-20,8,66.69292293141909
2023-01-20,9,78.69292293141909
2023-01-20,10,69.69292293141909
2023-01-20,11,50.69292293141909
2023-01-20,12,50.69292293141909
2023-01-20,13,53.69292293141909
2023-01-20,14,43.69292293141909
2023-01-20,15,34.69292293141909
2023-01-20,16,40.69292293141909
2023-01-20,17,43.69292293141909
2023-01-20,18,40.69292293141909
2023-01-20,19,47.69292293141909
2023-01-20,20,52.69292293141909
2023-01-20,21,61.69292293141909
2023-01-20,22,59.69292293141909
2023-01-20,23,52.69292293141909
2023-01-20,24,39.69292293141909
2023-01-21,1,48.58523993084664
2023-01-21,2,40.58523993084664
2023-01-21,3,36.58523993084664
2023-01-21,4,40.58523993084664
2023-01-21,5,37.58523993084664
2023-01-21,6,31.58523993084664
2023-01-21,7,32.58523993084664
2023-01-21,8,50.58523993084664
2023-01-21,9,45.58523993084664
2023-01-21,10,41.58523993084664
2023-01-21,11,35.58523993084664
2023-01-21,12,37.58523993084664
2023-01-21,13,40.58523993084664
2023-01-21,14,38.58523993084664
2023-01-21,15,38.58523993084664
2023-01-21,16,30.58523993084664
2023-01-21,17,30.58523993084664
2023-01-21,18,34.58523993084664
2023-01-21,19,40.58523993084664
2023-01-21,20,47.58523993084664
2023-01-21,21,50.58523993084664
2023-01-21,22,42.58523993084664
2023-01-21,23,46.58523993084664
2023-01-21,24,44.58523993084664
2023-01-22,1,47.054950046238815
2023-01-22,2,44.054950046238815
2023-01-22,3,54.054950046238815
2023-01-22,4,51.054950046238815
2023-01-22,5,36.054950046238815
2023-01-22,6,47.054950046238815
2023-01-22,7,52.054950046238815
2023-01-22,8,43.054950046238815
2023-01-22,9,58.054950046238815
2023-01-22,10,44.054950046238815
2023-01-22,11,31.054950046238808
2023-01-22,12,33.054950046238815
2023-01-22,13,27.054950046238808
2023-01-22,14,29.054950046238808
2023-01-22,15,38.054950046238815
2023-01-22,16,40.054950046238815
2023-01-22,17,40.054950046238815
2023-01-22,18,39.054950046238815
2023-01-22,19,57.054950046238815
2023-01-22,20,94.05495004623882
2023-01-22,21,78.05495004623882
2023-01-22,22,49.054950046238815
2023-01-22,23,45.054950046238815
2023-01-22,24,43.054950046238815
2023-01-23,1,30.222856714584292
2023-01-23,2,42.222856714584296
2023-01-23,3,28.222856714584292
2023-01-23,4,28.222856714584292
2023-01-23,5,24.222856714584292
2023-01-23,6,18.222856714584292
2023-01-23,7,20.222856714584292
2023-01-23,8,30.222856714584292
2023-01-23,9,58.222856714584296
2023-01-23,10,56.222856714584296
2023-01-23,11,84.2228567145843
2023-01-23,12,64.2228567145843
2023-01-23,13,42.222856714584296
2023-01-23,14,33.222856714584296
2023-01-23,15,29.222856714584292
2023-01-23,16,35.222856714584296
2023-01-23,17,46.222856714584296
2023-01-23,18,44.222856714584296
2023-01-23,19,52.222856714584296
2023-01-23,20,55.222856714584296
2023-01-23,21,49.222856714584296
2023-01-23,22,45.222856714584296
2023-01-23,23,63.222856714584296
2023-01-23,24,50.222856714584296
2023-01-24,1,22.23300412675191
2023-01-24,2,18.23300412675191
2023-01-24,3,6.23300412675191
2023-01-24,4,6.23300412675191
2023-01-24,5,8.23300412675191
2023-01-24,6,7.23300412675191
2023-01-24,7,17.233004126751908
2023-01-24,8,27.23300412675191
2023-01-24,9,34.23300412675191
2023-01-24,10,38.23300412675191
2023-01-24,11,34.23300412675191
2023-01-24,12,35.23300412675191
2023-01-24,13,37.23300412675191
2023-01-24,14,37.23300412675191
2023-01-24,15,27.23300412675191
2023-01-24,16,27.23300412675191
2023-01-24,17,33.23300412675191
2023-01-24,18,32.23300412675191
2023-01-24,19,37.23300412675191
2023-01-24,20,39.23300412675191
2023-01-24,21,41.23300412675191
2023-01-24,22,36.23300412675191
2023-01-24,23,20.23300412675191
2023-01-24,24,13.23300412675191
2023-01-25,1,19.330418645043874
2023-01-25,2,21.330418645043874
2023-01-25,3,28.330418645043874
2023-01-25,4,26.330418645043874
2023-01-25,5,18.330418645043878
2023-01-25,6,24.330418645043874
2023-01-25,7,30.330418645043874
2023-01-25,8,43.33041864504388
2023-01-25,9,54.33041864504387
2023-01-25,10,60.33041864504387
2023-01-25,11,44.33041864504388
2023-01-25,12,41.33041864504388
2023-01-25,13,50.33041864504388
2023-01-25,14,41.33041864504388
2023-01-25,15,37.33041864504388
2023-01-25,16,39.33041864504388
2023-01-25,17,39.33041864504388
2023-01-25,18,38.33041864504388
2023-01-25,19,57.33041864504387
2023-01-25,20,41.33041864504388
2023-01-25,21,30.330418645043874
2023-01-25,22,27.330418645043874
2023-01-25,23,42.33041864504388
2023-01-25,24,34.33041864504388
2023-01-26,1,17.811752949665816
2023-01-26,2,10.811752949665815
2023-01-26,3,12.811752949665815
2023-01-26,4,13.811752949665815
2023-01-26,5,20.811752949665816
2023-01-26,6,16.811752949665816
2023-01-26,7,19.811752949665816
2023-01-26,8,34.81175294966582
2023-01-26,9,47.81175294966582
2023-01-26,10,29.811752949665816
2023-01-26,11,21.811752949665816
2023-01-26,12,31.811752949665816
2023-01-26,13,24.811752949665816
2023-01-26,14,30.811752949665816
2023-01-26,15,41.81175294966582
2023-01-26,16,43.81175294966582
2023-01-26,17,52.81175294966582
2023-01-26,18,50.81175294966582
2023-01-26,19,52.81175294966582
2023-01-26,20,58.81175294966582
2023-01-26,21,70.81175294966582
2023-01-26,22,65.81175294966582
2023-01-26,23,64.81175294966582
2023-01-26,24,44.81175294966582
2023-01-27,1,45.178283063777776
2023-01-27,2,44.178283063777776
2023-01-27,3,36.178283063777776
2023-01-27,4,37.178283063777776
2023-01-27,5,33.178283063777776
2023-01-27,6,36.178283063777776
2023-01-27,7,40.178283063777776
2023-01-27,8,53.178283063777776
2023-01-27,9,55.178283063777776
2023-01-27,10,54.178283063777776
2023-01-27,11,52.178283063777776
2023-01-27,12,49.178283063777776
2023-01-27,13,49.178283063777776
2023-01-27,14,61.178283063777776
2023-01-27,15,54.178283063777776
2023-01-27,16,49.178283063777776
2023-01-27,17,48.178283063777776
2023-01-27,18,45.178283063777776
2023-01-27,19,53.178283063777776
2023-01-27,20,66.17828306377777
2023-01-27,21,68.17828306377777
2023-01-27,22,69.17828306377777
2023-01-27,23,87.17828306377777
2023-01-27,24,75.17828306377777
2023-01-28,1,81.02263713002492
2023-01-28,2,69.02263713002492
2023-01-28,3,62.02263713002492
2023-01-28,4,51.02263713002492
2023-01-28,5,51.02263713002492
2023-01-28,6,52.02263713002492
2023-01-28,7,56.02263713002492
2023-01-28,8,55.02263713002492
2023-01-28,9,62.02263713002492
2023-01-28,10,63.02263713002492
2023-01-28,11,54.02263713002492
2023-01-28,12,50.02263713002492
2023-01-28,13,50.02263713002492
2023-01-28,14,52.02263713002492
2023-01-28,15,53.02263713002492
2023-01-28,16,54.02263713002492
2023-01-28,17,51.02263713002492
2023-01-28,18,48.02263713002492
2023-01-28,19,49.02263713002492
2023-01-28,20,68.02263713002492
2023-01-28,21,70.02263713002492
2023-01-28,22,71.02263713002492
2023-01-28,23,62.02263713002492
2023-01-28,24,61.02263713002492
2023-01-29,1,53.901015455716994
2023-01-29,2,50.901015455716994
2023-01-29,3,50.901015455716994
2023-01-29,4,52.901015455716994
2023-01-29,5,51.901015455716994
2023-01-29,6,49.901015455716994
2023-01-29,7,45.90101545571699
2023-01-29,8,47.90101545571699
2023-01-29,9,53.901015455716994
2023-01-29,10,54.901015455716994
2023-01-29,11,48.901015455716994
2023-01-29,12,50.901015455716994
2023-01-29,13,47.90101545571699
2023-01-29,14,54.901015455716994
2023-01-29,15,64.90101545571699
2023-01-29,16,72.90101545571699
2023-01-29,17,62.901015455716994
2023-01-29,18,67.90101545571699
2023-01-29,19,66.90101545571699
2023-01-29,20,76.90101545571699
2023-01-29,21,88.90101545571699
2023-01-29,22,67.90101545571699
2023-01-29,23,86.90101545571699
2023-01-29,24,78.90101545571699
2023-01-30,1,58.726992376775996
2023-01-30,2,44.726992376775996
2023-01-30,3,40.726992376775996
2023-01-30,4,37.726992376775996
2023-01-30,5,35.726992376775996
2023-01-30,6,34.726992376776
2023-01-30,7,47.726992376775996
2023-01-30,8,67.726992376776
2023-01-30,9,80.726992376776
2023-01-30,10,59.726992376775996
2023-01-30,11,63.726992376775996
2023-01-30,12,51.726992376775996
2023-01-30,13,45.726992376775996
2023-01-30,14,44.726992376775996
2023-01-30,15,44.726992376775996
2023-01-30,16,52.726992376775996
2023-01-30,17,51.726992376775996
2023-01-30,18,54.726992376775996
2023-01-30,19,57.726992376775996
2023-01-30,20,54.726992376775996
2023-01-30,21,57.726992376775996
2023-01-30,22,51.726992376775996
2023-01-30,23,45.726992376775996
2023-01-30,24,40.726992376775996
2023-01-31,1,30.47010659643988
2023-01-31,2,31.47010659643988
2023-01-31,3,41.47010659643988
2023-01-31,4,37.47010659643988
2023-01-31,5,52.47010659643988
2023-01-31,6,49.47010659643988
2023-01-31,7,47.47010659643988
2023-01-31,8,51.47010659643988
2023-01-31,9,68.47010659643988
2023-01-31,10,79.47010659643988
2023-01-31,11,75.47010659643988
2023-01-31,12,51.47010659643988
2023-01-31,13,52.47010659643988
2023-01-31,14,57.47010659643988
2023-01-31,15,66.47010659643988
2023-01-31,16,58.47010659643988
2023-01-31,17,62.47010659643988
2023-01-31,18,67.47010659643988
2023-01-31,19,88.47010659643989
2023-01-31,20,98.47010659643989
2023-01-31,21,99.47010659643989
2023-01-31,22,106.47010659643989
2023-01-31,23,110.47010659643989
2023-01-31,24,110.47010659643989
2023-02-01,1,116.272056535137
2023-02-01,2,72.272056535137
2023-02-01,3,55.272056535137
2023-02-01,4,87.272056535137
2023-02-01,5,76.272056535137
2023-02-01,6,55.272056535137
2023-02-01,7,59.272056535137
2023-02-01,8,91.272056535137
2023-02-01,9,98.272056535137
2023-02-01,10,88.272056535137
2023-02-01,11,74.272056535137
2023-02-01,12,69.272056535137
2023-02-01,13,52.272056535137
2023-02-01,14,54.272056535137
2023-02-01,15,53.272056535137
2023-02-01,16,64.272056535137
2023-02-01,17,72.272056535137
2023-02-01,18,76.272056535137
2023-02-01,19,81.272056535137
2023-02-01,20,106.272056535137
2023-02-01,21,107.272056535137
2023-02-01,22,105.272056535137
2023-02-01,23,120.272056535137
2023-02-01,24,114.272056535137
2023-02-02,1,103.68368371207615
2023-02-02,2,99.68368371207615
2023-02-02,3,93.68368371207615
2023-02-02,4,85.68368371207615
2023-02-02,5,85.68368371207615
2023-02-02,6,70.68368371207615
2023-02-02,7,75.68368371207615
2023-02-02,8,60.68368371207614
2023-02-02,9,92.68368371207615
2023-02-02,10,89.68368371207615
2023-02-02,11,84.68368371207615
2023-02-02,12,
2023-02-02,13,
2023-02-02,14,
2023-02-02,15,
2023-02-02,16,63.68368371207614
2023-02-02,17,80.68368371207615
2023-02-02,18,95.68368371207615
2023-02-02,19,101.68368371207615
2023-02-02,20,85.68368371207615
2023-02-02,21,95.68368371207615
2023-02-02,22,104.68368371207615
2023-02-02,23,95.68368371207615
2023-02-02,24,81.68368371207615
2023-02-03,1,96.95178032118338
2023-02-03,2,98.95178032118338
2023-02-03,3,96.95178032118338
2023-02-03,4,95.95178032118338
2023-02-03,5,93.95178032118338
2023-02-03,6,96.95178032118338
2023-02-03,7,97.95178032118338
2023-02-03,8,104.95178032118338
2023-02-03,9,116.95178032118338
2023-02-03,10,123.95178032118338
2023-02-03,11,120.95178032118338
2023-02-03,12,115.95178032118338
2023-02-03,13,101.95178032118338
2023-02-03,14,62.95178032118338
2023-02-03,15,85.95178032118338
2023-02-03,16,76.95178032118338
2023-02-03,17,82.95178032118338
2023-02-03,18,96.95178032118338
2023-02-03,19,95.95178032118338
2023-02-03,20,119.95178032118338
2023-02-03,21,127.95178032118338
2023-02-03,22,133.95178032118338
2023-02-03,23,133.95178032118338
2023-02-03,24,124.95178032118338
2023-02-04,1,141.65885534293392
2023-02-04,2,136.65885534293392
2023-02-04,3,131.65885534293392
2023-02-04,4,125.65885534293393
2023-02-04,5,117.65885534293393
2023-02-04,6,112.65885534293393
2023-02-04,7,111.65885534293393
2023-02-04,8,121.65885534293393
2023-02-04,9,121.65885534293393
2023-02-04,10,127.65885534293393
2023-02-04,11,123.65885534293393
2023-02-04,12,118.65885534293393
