data,hour,NO2
2023-03-29,12,19.227808878572386
2023-03-29,13,10.227808878572386
2023-03-29,14,8.227808878572386
2023-03-29,15,3.227808878572386
2023-03-29,16,3.227808878572386
2023-03-29,17,5.227808878572386
2023-03-29,18,6.227808878572386
2023-03-29,19,10.227808878572386
2023-03-29,20,13.227808878572386
2023-03-29,21,23.227808878572386
2023-03-29,22,22.227808878572386
2023-03-29,23,19.227808878572386
2023-03-29,24,17.227808878572386
2023-03-30,1,7.693463170305202
2023-03-30,2,8.693463170305202
2023-03-30,3,2.6934631703052005
2023-03-30,4,0.6934631703052005
2023-03-30,5,1.6934631703052005
2023-03-30,6,18.6934631703052
2023-03-30,7,22.6934631703052
2023-03-30,8,35.6934631703052
2023-03-30,9,48.6934631703052
2023-03-30,10,32.6934631703052
2023-03-30,11,24.6934631703052
2023-03-30,12,30.6934631703052
2023-03-30,13,17.6934631703052
2023-03-30,14,20.6934631703052
2023-03-30,15,11.693463170305202
2023-03-30,16,2.6934631703052005
2023-03-30,17,3.6934631703051988
2023-03-30,18,2.6934631703052005
2023-03-30,19,1.6934631703052005
2023-03-30,20,5.693463170305202
2023-03-30,21,8.693463170305202
2023-03-30,22,31.6934631703052
2023-03-30,23,24.6934631703052
2023-03-30,24,17.6934631703052
2023-03-31,1,33.46655985847274
2023-03-31,2,25.466559858472742
2023-03-31,3,12.46655985847274
2023-03-31,4,8.46655985847274
2023-03-31,5,10.46655985847274
2023-03-31,6,23.466559858472742
2023-03-31,7,45.46655985847274
2023-03-31,8,56.46655985847275
2023-03-31,9,69.46655985847275
2023-03-31,10,40.46655985847274
2023-03-31,11,15.46655985847274
2023-03-31,12,16.466559858472742
2023-03-31,13,16.466559858472742
2023-03-31,14,24.466559858472742
2023-03-31,15,25.466559858472742
2023-03-31,16,31.466559858472742
2023-03-31,17,35.46655985847274
2023-03-31,18,32.46655985847274
2023-03-31,19,23.466559858472742
2023-03-31,20,26.466559858472742
2023-03-31,21,16.466559858472742
2023-03-31,22,18.466559858472742
2023-03-31,23,16.466559858472742
2023-03-31,24,15.46655985847274
2023-04-01,1,26.12963543394787
2023-04-01,2,31.12963543394787
2023-04-01,3,29.12963543394787
2023-04-01,4,29.12963543394787
2023-04-01,5,27.12963543394787
2023-04-01,6,24.12963543394787
2023-04-01,7,24.12963543394787
2023-04-01,8,34.12963543394787
2023-04-01,9,29.12963543394787
2023-04-01,10,33.12963543394787
2023-04-01,11,31.12963543394787
2023-04-01,12,40.12963543394787
2023-04-01,13,26.12963543394787
2023-04-01,14,27.12963543394787
2023-04-01,15,29.12963543394787
2023-04-01,16,28.12963543394787
2023-04-01,17,24.12963543394787
2023-04-01,18,29.12963543394787
2023-04-01,19,25.12963543394787
2023-04-01,20,25.12963543394787
2023-04-01,21,28.12963543394787
2023-04-01,22,26.12963543394787
2023-04-01,23,22.12963543394787
2023-04-01,24,23.12963543394787
2023-04-02,1,26.570863722419784
2023-04-02,2,29.570863722419784
2023-04-02,3,27.570863722419784
2023-04-02,4,28.570863722419784
2023-04-02,5,27.570863722419784
2023-04-02,6,19.570863722419784
2023-04-02,7,18.570863722419784
2023-04-02,8,18.570863722419784
2023-04-02,9,19.570863722419784
2023-04-02,10,19.570863722419784
2023-04-02,11,20.570863722419784
2023-04-02,12,20.570863722419784
2023-04-02,13,21.570863722419784
2023-04-02,14,21.570863722419784
2023-04-02,15,20.570863722419784
2023-04-02,16,20.570863722419784
2023-04-02,17,23.570863722419784
2023-04-02,18,26.570863722419784
2023-04-02,19,28.570863722419784
2023-04-02,20,25.570863722419784
2023-04-02,21,21.570863722419784
2023-04-02,22,28.570863722419784
2023-04-02,23,31.570863722419784
2023-04-02,24,42.57086372241979
2023-04-03,1,29.508131671502486
2023-04-03,2,23.508131671502486
2023-04-03,3,24.508131671502486
2023-04-03,4,12.508131671502486
2023-04-03,5,12.508131671502486
2023-04-03,6,18.508131671502486
2023-04-03,7,26.508131671502486
2023-04-03,8,38.50813167150248
2023-04-03,9,53.50813167150248
2023-04-03,10,30.508131671502486
2023-04-03,11,38.50813167150248
2023-04-03,12,41.50813167150248
2023-04-03,13,35.50813167150248
2023-04-03,14,35.50813167150248
2023-04-03,15,29.508131671502486
2023-04-03,16,24.508131671502486
2023-04-03,17,23.508131671502486
2023-04-03,18,29.508131671502486
2023-04-03,19,35.50813167150248
2023-04-03,20,48.50813167150248
2023-04-03,21,46.50813167150248
2023-04-03,22,33.50813167150248
2023-04-03,23,25.508131671502486
2023-04-03,24,25.508131671502486
2023-04-04,1,20.937947035402622
2023-04-04,2,22.937947035402622
2023-04-04,3,20.937947035402622
2023-04-04,4,20.937947035402622
2023-04-04,5,11.93794703540262
2023-04-04,6,9.93794703540262
2023-04-04,7,14.93794703540262
2023-04-04,8,33.93794703540262
2023-04-04,9,43.93794703540262
2023-04-04,10,28.937947035402622
2023-04-04,11,26.937947035402622
2023-04-04,12,18.937947035402622
2023-04-04,13,15.93794703540262
2023-04-04,14,13.93794703540262
2023-04-04,15,12.93794703540262
2023-04-04,16,13.93794703540262
2023-04-04,17,12.93794703540262
2023-04-04,18,16.937947035402622
2023-04-04,19,18.937947035402622
2023-04-04,20,20.937947035402622
2023-04-04,21,23.937947035402622
2023-04-04,22,28.937947035402622
2023-04-04,23,27.937947035402622
2023-04-04,24,34.93794703540262
2023-04-05,1,40.020298562992686
2023-04-05,2,25.020298562992686
2023-04-05,3,28.020298562992686
2023-04-05,4,26.020298562992686
2023-04-05,5,25.020298562992686
2023-04-05,6,23.020298562992693
2023-04-05,7,50.020298562992686
2023-04-05,8,63.020298562992686
2023-04-05,9,49.020298562992686
2023-04-05,10,
2023-04-05,11,
2023-04-05,12,
2023-04-05,13,
2023-04-05,14,
2023-04-05,15,
2023-04-05,16,33.020298562992686
2023-04-05,17,34.020298562992686
2023-04-05,18,34.020298562992686
2023-04-05,19,35.020298562992686
2023-04-05,20,33.020298562992686
2023-04-05,21,35.020298562992686
2023-04-05,22,29.020298562992686
2023-04-05,23,29.020298562992686
2023-04-05,24,33.020298562992686
2023-04-06,1,22.032947012577555
2023-04-06,2,18.032947012577555
2023-04-06,3,28.032947012577562
2023-04-06,4,26.032947012577555
2023-04-06,5,27.032947012577562
2023-04-06,6,44.032947012577566
2023-04-06,7,48.032947012577566
2023-04-06,8,61.032947012577566
2023-04-06,9,61.032947012577566
2023-04-06,10,38.032947012577566
2023-04-06,11,23.032947012577555
2023-04-06,12,29.032947012577562
2023-04-06,13,53.032947012577566
2023-04-06,14,45.032947012577566
2023-04-06,15,25.032947012577555
2023-04-06,16,20.032947012577555
2023-04-06,17,19.032947012577555
2023-04-06,18,19.032947012577555
2023-04-06,19,19.032947012577555
2023-04-06,20,24.032947012577555
2023-04-06,21,23.032947012577555
2023-04-06,22,24.032947012577555
2023-04-06,23,22.032947012577555
2023-04-06,24,23.032947012577555
2023-04-07,1,38.52516576099191
2023-04-07,2,44.52516576099191
2023-04-07,3,41.52516576099191
2023-04-07,4,40.52516576099191
2023-04-07,5,29.52516576099191
2023-04-07,6,26.52516576099191
2023-04-07,7,36.52516576099191
2023-04-07,8,50.52516576099191
2023-04-07,9,39.52516576099191
2023-04-07,10,30.52516576099191
2023-04-07,11,29.52516576099191
2023-04-07,12,28.52516576099191
2023-04-07,13,25.52516576099191
2023-04-07,14,23.52516576099191
2023-04-07,15,23.52516576099191
2023-04-07,16,22.52516576099191
2023-04-07,17,22.52516576099191
2023-04-07,18,23.52516576099191
2023-04-07,19,26.52516576099191
2023-04-07,20,27.52516576099191
2023-04-07,21,27.52516576099191
2023-04-07,22,33.52516576099191
2023-04-07,23,35.52516576099191
2023-04-07,24,38.52516576099191
2023-04-08,1,50.202277679198666
2023-04-08,2,70.20227767919866
2023-04-08,3,78.20227767919866
2023-04-08,4,80.20227767919866
2023-04-08,5,84.20227767919866
2023-04-08,6,59.202277679198666
2023-04-08,7,60.202277679198666
2023-04-08,8,64.20227767919866
2023-04-08,9,78.20227767919866
2023-04-08,10,51.202277679198666
2023-04-08,11,40.202277679198666
2023-04-08,12,38.202277679198666
2023-04-08,13,37.202277679198666
2023-04-08,14,35.202277679198666
2023-04-08,15,37.202277679198666
2023-04-08,16,34.202277679198666
2023-04-08,17,37.202277679198666
2023-04-08,18,35.202277679198666
2023-04-08,19,36.202277679198666
2023-04-08,20,39.202277679198666
2023-04-08,21,50.202277679198666
2023-04-08,22,59.202277679198666
2023-04-08,23,68.20227767919866
2023-04-08,24,69.20227767919866
2023-04-09,1,75.79284392952273
2023-04-09,2,64.79284392952273
2023-04-09,3,53.79284392952273
2023-04-09,4,69.79284392952273
2023-04-09,5,90.79284392952273
2023-04-09,6,89.79284392952273
2023-04-09,7,96.79284392952273
2023-04-09,8,94.79284392952273
2023-04-09,9,104.79284392952273
2023-04-09,10,119.79284392952273
2023-04-09,11,106.79284392952273
2023-04-09,12,54.79284392952273
2023-04-09,13,44.79284392952273
2023-04-09,14,41.792843929522725
2023-04-09,15,39.792843929522725
2023-04-09,16,38.792843929522725
2023-04-09,17,37.792843929522725
2023-04-09,18,39.792843929522725
2023-04-09,19,40.792843929522725
2023-04-09,20,42.792843929522725
2023-04-09,21,47.79284392952273
2023-04-09,22,44.79284392952273
2023-04-09,23,42.792843929522725
2023-04-09,24,45.79284392952273
2023-04-10,1,39.43481550836798
2023-04-10,2,43.43481550836798
2023-04-10,3,41.43481550836798
2023-04-10,4,42.43481550836798
2023-04-10,5,42.43481550836798
2023-04-10,6,53.43481550836798
2023-04-10,7,54.43481550836798
2023-04-10,8,58.43481550836798
2023-04-10,9,50.43481550836798
2023-04-10,10,52.43481550836798
2023-04-10,11,48.43481550836798
2023-04-10,12,43.43481550836798
2023-04-10,13,74.43481550836799
2023-04-10,14,85.43481550836799
2023-04-10,15,70.43481550836799
2023-04-10,16,74.43481550836799
2023-04-10,17,62.43481550836798
2023-04-10,18,60.43481550836798
2023-04-10,19,63.43481550836798
2023-04-10,20,85.43481550836799
2023-04-10,21,43.43481550836798
2023-04-10,22,45.43481550836798
2023-04-10,23,39.43481550836798
2023-04-10,24,35.43481550836798
2023-04-11,1,19.364188971485095
2023-04-11,2,25.3641889714851
2023-04-11,3,29.364188971485103
2023-04-11,4,31.364188971485103
2023-04-11,5,29.364188971485103
2023-04-11,6,38.364188971485106
2023-04-11,7,43.364188971485106
2023-04-11,8,61.364188971485106
2023-04-11,9,71.3641889714851
2023-04-11,10,88.3641889714851
2023-04-11,11,56.364188971485106
2023-04-11,12,44.364188971485106
2023-04-11,13,33.364188971485106
2023-04-11,14,28.364188971485103
2023-04-11,15,23.364188971485095
2023-04-11,16,20.364188971485095
2023-04-11,17,20.364188971485095
2023-04-11,18,21.364188971485095
2023-04-11,19,24.364188971485095
2023-04-11,20,28.364188971485103
2023-04-11,21,23.364188971485095
2023-04-11,22,25.3641889714851
2023-04-11,23,35.364188971485106
2023-04-11,24,49.364188971485106
2023-04-12,1,55.98864367091906
2023-04-12,2,59.98864367091905
2023-04-12,3,60.98864367091905
2023-04-12,4,45.98864367091906
2023-04-12,5,57.98864367091906
2023-04-12,6,76.98864367091905
2023-04-12,7,70.98864367091905
2023-04-12,8,59.98864367091905
2023-04-12,9,76.98864367091905
2023-04-12,10,72.98864367091905
2023-04-12,11,62.98864367091905
2023-04-12,12,56.98864367091906
2023-04-12,13,42.98864367091906
2023-04-12,14,40.98864367091906
2023-04-12,15,37.98864367091906
2023-04-12,16,32.98864367091906
2023-04-12,17,25.988643670919057
2023-04-12,18,22.988643670919057
2023-04-12,19,36.98864367091906
2023-04-12,20,48.98864367091906
2023-04-12,21,50.98864367091906
2023-04-12,22,33.98864367091906
2023-04-12,23,27.988643670919057
2023-04-12,24,41.98864367091906
2023-04-13,1,18.830981891234806
2023-04-13,2,10.830981891234806
2023-04-13,3,11.830981891234806
2023-04-13,4,9.830981891234806
2023-04-13,5,7.830981891234806
2023-04-13,6,4.830981891234806
2023-04-13,7,9.830981891234806
2023-04-13,8,13.830981891234806
2023-04-13,9,17.830981891234806
2023-04-13,10,12.830981891234806
2023-04-13,11,12.830981891234806
2023-04-13,12,13.830981891234806
2023-04-13,13,9.830981891234806
2023-04-13,14,8.830981891234806
2023-04-13,15,6.830981891234806
2023-04-13,16,6.830981891234806
2023-04-13,17,5.830981891234806
2023-04-13,18,6.830981891234806
2023-04-13,19,7.830981891234806
2023-04-13,20,11.830981891234806
2023-04-13,21,11.830981891234806
2023-04-13,22,7.830981891234806
2023-04-13,23,16.830981891234806
2023-04-13,24,17.830981891234806
2023-04-14,1,25.672137229847632
2023-04-14,2,17.672137229847632
2023-04-14,3,15.672137229847632
2023-04-14,4,19.672137229847632
2023-04-14,5,22.672137229847632
2023-04-14,6,16.672137229847632
2023-04-14,7,17.672137229847632
2023-04-14,8,44.67213722984763
2023-04-14,9,48.67213722984763
2023-04-14,10,42.67213722984763
2023-04-14,11,31.672137229847632
2023-04-14,12,24.672137229847632
2023-04-14,13,49.67213722984763
2023-04-14,14,52.67213722984763
2023-04-14,15,28.672137229847632
2023-04-14,16,29.672137229847632
2023-04-14,17,23.672137229847632
2023-04-14,18,27.672137229847632
2023-04-14,19,26.672137229847632
2023-04-14,20,27.672137229847632
2023-04-14,21,41.67213722984763
2023-04-14,22,46.67213722984763
2023-04-14,23,21.672137229847632
2023-04-14,24,16.672137229847632
2023-04-15,1,34.42556702597548
2023-04-15,2,30.425567025975482
2023-04-15,3,40.42556702597548
2023-04-15,4,36.42556702597548
2023-04-15,5,35.42556702597548
2023-04-15,6,33.42556702597548
2023-04-15,7,21.425567025975482
2023-04-15,8,26.425567025975482
2023-04-15,9,24.425567025975482
2023-04-15,10,28.425567025975482
2023-04-15,11,31.425567025975482
2023-04-15,12,26.425567025975482
2023-04-15,13,49.42556702597548
2023-04-15,14,55.42556702597548
2023-04-15,15,28.425567025975482
2023-04-15,16,22.425567025975482
2023-04-15,17,24.425567025975482
2023-04-15,18,21.425567025975482
2023-04-15,19,21.425567025975482
2023-04-15,20,30.425567025975482
2023-04-15,21,55.42556702597548
2023-04-15,22,42.42556702597548
2023-04-15,23,40.42556702597548
2023-04-15,24,42.42556702597548
2023-04-16,1,33.99532792607248
2023-04-16,2,32.99532792607248
2023-04-16,3,30.995327926072477
2023-04-16,4,25.995327926072477
2023-04-16,5,22.995327926072473
2023-04-16,6,32.99532792607248
2023-04-16,7,22.995327926072473
2023-04-16,8,21.995327926072473
2023-04-16,9,28.995327926072477
2023-04-16,10,24.995327926072477
2023-04-16,11,18.995327926072473
2023-04-16,12,39.99532792607248
2023-04-16,13,25.995327926072477
2023-04-16,14,43.99532792607248
2023-04-16,15,39.99532792607248
2023-04-16,16,29.995327926072477
2023-04-16,17,26.995327926072477
2023-04-16,18,23.995327926072473
2023-04-16,19,24.995327926072477
2023-04-16,20,27.995327926072477
2023-04-16,21,37.99532792607248
2023-04-16,22,36.99532792607248
2023-04-16,23,28.995327926072477
2023-04-16,24,23.995327926072473
2023-04-17,1,25.654543762294917
2023-04-17,2,20.654543762294917
2023-04-17,3,30.654543762294917
2023-04-17,4,26.654543762294917
2023-04-17,5,29.654543762294917
2023-04-17,6,42.654543762294914
2023-04-17,7,54.654543762294914
2023-04-17,8,66.6545437622949
2023-04-17,9,65.6545437622949
2023-04-17,10,47.654543762294914
2023-04-17,11,39.654543762294914
2023-04-17,12,29.654543762294917
2023-04-17,13,18.654543762294917
2023-04-17,14,17.654543762294917
2023-04-17,15,15.654543762294917
2023-04-17,16,14.654543762294916
2023-04-17,17,17.654543762294917
2023-04-17,18,20.654543762294917
2023-04-17,19,24.654543762294917
2023-04-17,20,31.654543762294917
2023-04-17,21,24.654543762294917
2023-04-17,22,24.654543762294917
2023-04-17,23,29.654543762294917
2023-04-17,24,33.654543762294914
2023-04-18,1,0.7281430436050635
2023-04-18,2,7.7281430436050655
2023-04-18,3,13.728143043605066
2023-04-18,4,-0.2718569563949365
2023-04-18,5,-6.271856956394936
2023-04-18,6,-4.271856956394936
2023-04-18,7,6.7281430436050655
2023-04-18,8,28.728143043605066
2023-04-18,9,26.728143043605066
2023-04-18,10,38.728143043605066
2023-04-18,11,10.728143043605066
2023-04-18,12,33.728143043605066
2023-04-18,13,20.728143043605066
2023-04-18,14,8.728143043605066
2023-04-18,15,9.728143043605066
2023-04-18,16,3.728143043605065
2023-04-18,17,8.728143043605066
2023-04-18,18,1.7281430436050635
2023-04-18,19,9.728143043605066
2023-04-18,20,11.728143043605066
2023-04-18,21,10.728143043605066
2023-04-18,22,9.728143043605066
2023-04-18,23,10.728143043605066
2023-04-18,24,21.728143043605066
2023-04-19,1,18.662602082029785
2023-04-19,2,16.662602082029785
2023-04-19,3,5.662602082029789
2023-04-19,4,5.662602082029789
2023-04-19,5,8.662602082029789
2023-04-19,6,8.662602082029789
2023-04-19,7,38.662602082029785
2023-04-19,8,61.662602082029785
2023-04-19,9,64.66260208202979
2023-04-19,10,80.66260208202979
2023-04-19,11,41.662602082029785
2023-04-19,12,32.662602082029785
2023-04-19,13,27.662602082029785
2023-04-19,14,23.662602082029785
2023-04-19,15,16.662602082029785
2023-04-19,16,10.662602082029789
2023-04-19,17,14.662602082029789
2023-04-19,18,16.662602082029785
2023-04-19,19,19.662602082029785
2023-04-19,20,27.662602082029785
2023-04-19,21,29.662602082029785
2023-04-19,22,21.662602082029785
2023-04-19,23,14.662602082029789
2023-04-19,24,12.662602082029789
2023-04-20,1,-0.03231464037171139
2023-04-20,2,10.96768535962829
2023-04-20,3,0.9676853596282886
2023-04-20,4,-5.032314640371713
2023-04-20,5,-3.0323146403717134
2023-04-20,6,-8.032314640371712
2023-04-20,7,-3.0323146403717134
2023-04-20,8,0.9676853596282886
2023-04-20,9,19.967685359628288
2023-04-20,10,37.96768535962829
2023-04-20,11,37.96768535962829
2023-04-20,12,17.967685359628288
2023-04-20,13,11.96768535962829
2023-04-20,14,4.967685359628288
2023-04-20,15,-1.0323146403717132
2023-04-20,16,-5.032314640371713
2023-04-20,17,-5.032314640371713
2023-04-20,18,-1.0323146403717132
2023-04-20,19,2.9676853596282884
2023-04-20,20,10.96768535962829
2023-04-20,21,13.96768535962829
2023-04-20,22,13.96768535962829
2023-04-20,23,12.96768535962829
2023-04-20,24,-5.032314640371713
2023-04-21,1,-0.6399772159169976
2023-04-21,2,-0.6399772159169976
2023-04-21,3,-4.639977215916996
2023-04-21,4,-3.639977215916996
2023-04-21,5,-3.639977215916996
2023-04-21,6,-1.6399772159169976
2023-04-21,7,3.3600227840830024
2023-04-21,8,11.360022784083002
2023-04-21,9,23.360022784083004
2023-04-21,10,38.360022784083
2023-04-21,11,12.360022784083002
2023-04-21,12,15.360022784083002
2023-04-21,13,11.360022784083002
2023-04-21,14,8.360022784083002
2023-04-21,15,2.3600227840830024
2023-04-21,16,3.3600227840830024
2023-04-21,17,1.3600227840830024
2023-04-21,18,6.360022784083002
2023-04-21,19,0.36002278408300237
2023-04-21,20,8.360022784083002
2023-04-21,21,5.360022784083002
2023-04-21,22,14.360022784083002
2023-04-21,23,24.360022784083004
2023-04-21,24,43.360022784083
2023-04-22,1,53.64031477819329
2023-04-22,2,44.64031477819329
2023-04-22,3,43.64031477819329
2023-04-22,4,38.64031477819329
2023-04-22,5,23.640314778193293
2023-04-22,6,10.640314778193293
2023-04-22,7,16.640314778193293
2023-04-22,8,30.640314778193293
2023-04-22,9,28.640314778193293
2023-04-22,10,26.640314778193293
2023-04-22,11,20.640314778193293
2023-04-22,12,16.640314778193293
2023-04-22,13,17.640314778193293
2023-04-22,14,19.640314778193293
2023-04-22,15,15.640314778193293
2023-04-22,16,15.640314778193293
2023-04-22,17,13.640314778193293
2023-04-22,18,17.640314778193293
2023-04-22,19,20.640314778193293
2023-04-22,20,20.640314778193293
2023-04-22,21,23.640314778193293
2023-04-22,22,25.640314778193293
2023-04-22,23,27.640314778193293
2023-04-22,24,23.640314778193293
2023-04-23,1,17.55634135602395
2023-04-23,2,21.55634135602395
2023-04-23,3,14.556341356023944
2023-04-23,4,7.556341356023944
2023-04-23,5,5.556341356023944
2023-04-23,6,8.556341356023944
2023-04-23,7,8.556341356023944
2023-04-23,8,11.556341356023944
2023-04-23,9,15.556341356023948
2023-04-23,10,14.556341356023944
2023-04-23,11,11.556341356023944
2023-04-23,12,12.556341356023944
2023-04-23,13,12.556341356023944
2023-04-23,14,13.556341356023944
2023-04-23,15,13.556341356023944
2023-04-23,16,11.556341356023944
2023-04-23,17,8.556341356023944
2023-04-23,18,10.556341356023944
2023-04-23,19,13.556341356023944
2023-04-23,20,20.55634135602395
2023-04-23,21,24.55634135602395
2023-04-23,22,10.556341356023944
2023-04-23,23,6.556341356023944
2023-04-23,24,6.556341356023944
2023-04-24,1,6.18826872416741
2023-04-24,2,-1.8117312758325879
2023-04-24,3,-4.811731275832588
2023-04-24,4,-0.8117312758325879
2023-04-24,5,-0.8117312758325879
2023-04-24,6,8.188268724167411
2023-04-24,7,17.18826872416741
2023-04-24,8,16.18826872416741
2023-04-24,9,28.18826872416741
2023-04-24,10,52.188268724167415
2023-04-24,11,39.188268724167415
2023-04-24,12,23.18826872416741
2023-04-24,13,
2023-04-24,14,
2023-04-24,15,
2023-04-24,16,20.18826872416741
2023-04-24,17,15.188268724167411
2023-04-24,18,23.18826872416741
2023-04-24,19,20.18826872416741
2023-04-24,20,17.18826872416741
2023-04-24,21,12.188268724167411
2023-04-24,22,15.188268724167411
2023-04-24,23,9.188268724167411
2023-04-24,24,0.18826872416741214
2023-04-25,1,-9.360168208859939
2023-04-25,2,-10.360168208859939
2023-04-25,3,-9.360168208859939
2023-04-25,4,-8.360168208859939
2023-04-25,5,-5.360168208859939
2023-04-25,6,0.6398317911400611
2023-04-25,7,17.63983179114006
2023-04-25,8,32.63983179114006
2023-04-25,9,47.63983179114006
2023-04-25,10,59.63983179114006
2023-04-25,11,65.63983179114005
2023-04-25,12,56.63983179114006
2023-04-25,13,45.63983179114006
2023-04-25,14,38.63983179114006
2023-04-25,15,3.639831791140061
2023-04-25,16,0.6398317911400611
2023-04-25,17,-1.360168208859939
2023-04-25,18,4.639831791140063
2023-04-25,19,7.639831791140063
2023-04-25,20,12.639831791140063
2023-04-25,21,13.639831791140063
2023-04-25,22,11.639831791140063
2023-04-25,23,3.639831791140061
2023-04-25,24,-3.360168208859939
2023-04-26,1,16.11775947655584
2023-04-26,2,15.11775947655584
2023-04-26,3,17.11775947655584
2023-04-26,4,18.11775947655584
2023-04-26,5,16.11775947655584
2023-04-26,6,17.11775947655584
2023-04-26,7,29.11775947655584
2023-04-26,8,43.11775947655584
2023-04-26,9,35.11775947655584
2023-04-26,10,36.11775947655584
2023-04-26,11,31.11775947655584
2023-04-26,12,26.11775947655584
2023-04-26,13,37.11775947655584
2023-04-26,14,30.11775947655584
2023-04-26,15,26.11775947655584
2023-04-26,16,19.11775947655584
2023-04-26,17,17.11775947655584
2023-04-26,18,22.11775947655584
2023-04-26,19,22.11775947655584
2023-04-26,20,30.11775947655584
2023-04-26,21,32.11775947655584
2023-04-26,22,24.11775947655584
2023-04-26,23,39.11775947655584
2023-04-26,24,60.11775947655584
2023-04-27,1,53.8840112134141
2023-04-27,2,31.884011213414098
2023-04-27,3,19.884011213414098
2023-04-27,4,18.884011213414098
2023-04-27,5,15.8840112134141
2023-04-27,6,23.884011213414098
2023-04-27,7,43.8840112134141
2023-04-27,8,57.8840112134141
2023-04-27,9,53.8840112134141
2023-04-27,10,20.884011213414098
2023-04-27,11,24.884011213414098
2023-04-27,12,11.8840112134141
2023-04-27,13,18.884011213414098
2023-04-27,14,11.8840112134141
2023-04-27,15,9.884011213414098
2023-04-27,16,13.8840112134141
2023-04-27,17,15.8840112134141
2023-04-27,18,20.884011213414098
2023-04-27,19,22.884011213414098
2023-04-27,20,31.884011213414098
2023-04-27,21,43.8840112134141
2023-04-27,22,30.884011213414098
2023-04-27,23,27.884011213414098
2023-04-27,24,15.8840112134141
2023-04-28,1,22.41020549445902
2023-04-28,2,17.41020549445902
2023-04-28,3,21.41020549445902
2023-04-28,4,45.41020549445902
2023-04-28,5,57.41020549445902
2023-04-28,6,54.41020549445902
2023-04-28,7,56.41020549445902
2023-04-28,8,62.41020549445902
2023-04-28,9,73.41020549445902
2023-04-28,10,94.41020549445902
2023-04-28,11,103.41020549445902
2023-04-28,12,91.41020549445902
2023-04-28,13,81.41020549445902
2023-04-28,14,72.41020549445902
2023-04-28,15,46.41020549445902
2023-04-28,16,30.410205494459024
2023-04-28,17,29.410205494459024
2023-04-28,18,26.410205494459024
2023-04-28,19,30.410205494459024
2023-04-28,20,49.41020549445902
2023-04-28,21,45.41020549445902
2023-04-28,22,49.41020549445902
2023-04-28,23,51.41020549445902
2023-04-28,24,72.41020549445902
2023-04-29,1,101.2655570780583
2023-04-29,2,98.2655570780583
2023-04-29,3,97.2655570780583
2023-04-29,4,90.2655570780583
2023-04-29,5,87.2655570780583
2023-04-29,6,90.2655570780583
2023-04-29,7,87.2655570780583
2023-04-29,8,78.2655570780583
2023-04-29,9,43.265557078058286
2023-04-29,10,45.265557078058286
2023-04-29,11,45.265557078058286
2023-04-29,12,38.265557078058286
2023-04-29,13,34.265557078058286
2023-04-29,14,30.26555707805829
2023-04-29,15,30.26555707805829
2023-04-29,16,28.26555707805829
2023-04-29,17,30.26555707805829
2023-04-29,18,30.26555707805829
2023-04-29,19,34.265557078058286
2023-04-29,20,41.265557078058286
2023-04-29,21,53.265557078058286
2023-04-29,22,50.265557078058286
2023-04-29,23,50.265557078058286
2023-04-29,24,45.265557078058286
2023-04-30,1,42.99002987441371
2023-04-30,2,38.99002987441371
2023-04-30,3,38.99002987441371
2023-04-30,4,46.99002987441371
2023-04-30,5,34.99002987441371
2023-04-30,6,41.99002987441371
2023-04-30,7,37.99002987441371
2023-04-30,8,42.99002987441371
2023-04-30,9,40.99002987441371
2023-04-30,10,32.99002987441371
2023-04-30,11,37.99002987441371
2023-04-30,12,43.99002987441371
2023-04-30,13,37.99002987441371
2023-04-30,14,49.99002987441371
2023-04-30,15,48.99002987441371
2023-04-30,16,36.99002987441371
2023-04-30,17,33.99002987441371
2023-04-30,18,36.99002987441371
2023-04-30,19,45.99002987441371
2023-04-30,20,44.99002987441371
2023-04-30,21,43.99002987441371
2023-04-30,22,51.99002987441371
2023-04-30,23,37.99002987441371
2023-04-30,24,44.99002987441371
2023-05-01,1,37.48875562014915
2023-05-01,2,39.48875562014915
2023-05-01,3,41.48875562014915
2023-05-01,4,42.48875562014915
2023-05-01,5,32.48875562014915
2023-05-01,6,28.488755620149156
2023-05-01,7,31.48875562014915
2023-05-01,8,28.488755620149156
2023-05-01,9,26.488755620149156
2023-05-01,10,27.488755620149156
2023-05-01,11,28.488755620149156
2023-05-01,12,29.48875562014915
2023-05-01,13,26.488755620149156
2023-05-01,14,27.488755620149156
2023-05-01,15,27.488755620149156
2023-05-01,16,28.488755620149156
2023-05-01,17,32.48875562014915
2023-05-01,18,24.488755620149156
2023-05-01,19,26.488755620149156
2023-05-01,20,38.48875562014915
2023-05-01,21,37.48875562014915
2023-05-01,22,36.48875562014915
2023-05-01,23,45.48875562014915
2023-05-01,24,47.48875562014915
2023-05-02,1,44.730898375796365
2023-05-02,2,37.730898375796365
2023-05-02,3,36.730898375796365
2023-05-02,4,42.730898375796365
2023-05-02,5,36.730898375796365
2023-05-02,6,44.730898375796365
2023-05-02,7,51.730898375796365
2023-05-02,8,45.730898375796365
2023-05-02,9,49.730898375796365
2023-05-02,10,45.730898375796365
2023-05-02,11,44.730898375796365
2023-05-02,12,37.730898375796365
2023-05-02,13,49.730898375796365
2023-05-02,14,48.730898375796365
2023-05-02,15,39.730898375796365
2023-05-02,16,37.730898375796365
2023-05-02,17,34.730898375796365
2023-05-02,18,40.730898375796365
